Date,open,high,low,close
1/31/05,1171.36,1182.07,1171.36,1181.27
2/1/2005,1181.27,1190.39,1180.95,1189.41
2/2/2005,1189.41,1195.25,1188.92,1193.19
2/3/2005,1193.19,1193.19,1185.64,1189.89
2/4/2005,1189.89,1203.47,1189.67,1203.03
2/7/2005,1203.03,1204.15,1199.27,1201.72
2/8/2005,1201.72,1205.11,1200.16,1202.30
2/9/2005,1202.30,1203.83,1191.54,1191.99
2/10/2005,1191.99,1198.75,1191.54,1197.01
2/11/2005,1197.01,1208.38,1193.28,1205.30
2/14/05,1205.30,1206.93,1203.59,1206.14
2/15/05,1206.14,1212.44,1205.52,1210.12
2/16/05,1210.12,1212.44,1205.06,1210.34
2/17/05,1210.34,1211.33,1200.74,1200.75
2/18/05,1200.75,1202.92,1197.35,1201.59
2/22/05,1201.59,1202.48,1184.16,1184.16
2/23/05,1184.16,1193.52,1184.16,1190.80
2/24/05,1190.80,1200.42,1187.80,1200.20
2/25/05,1200.20,1212.15,1199.61,1211.37
2/28/05,1211.37,1211.37,1198.13,1203.60
3/1/2005,1203.60,1212.25,1203.60,1210.41
3/2/2005,1210.41,1215.79,1204.22,1210.08
3/3/2005,1210.08,1215.72,1204.45,1210.47
3/4/2005,1210.47,1224.76,1210.47,1222.12
3/7/2005,1222.12,1229.11,1222.12,1225.31
3/8/2005,1225.31,1225.69,1218.57,1219.43
3/9/2005,1219.43,1219.43,1206.66,1207.01
3/10/2005,1207.01,1211.23,1201.41,1209.25
3/11/2005,1209.25,1213.04,1198.15,1200.08
3/14/05,1200.08,1206.83,1199.51,1206.83
3/15/05,1206.83,1210.54,1197.75,1197.75
3/16/05,1197.75,1197.75,1185.61,1188.07
3/17/05,1188.07,1193.28,1186.34,1190.21
3/18/05,1190.21,1191.98,1182.78,1189.65
3/21/05,1189.65,1189.65,1178.82,1183.78
3/22/05,1183.78,1189.59,1171.63,1171.71
3/23/05,1171.71,1176.26,1168.70,1172.53
3/24/05,1172.53,1180.11,1171.42,1171.42
3/28/05,1171.42,1179.91,1171.42,1174.28
3/29/05,1174.28,1179.39,1163.69,1165.36
3/30/05,1165.36,1181.54,1165.36,1181.41
3/31/05,1181.41,1184.53,1179.49,1180.59
4/1/2005,1180.59,1189.80,1169.91,1172.92
4/4/2005,1172.79,1178.61,1167.72,1176.12
4/5/2005,1176.12,1183.56,1176.12,1181.39
4/6/2005,1181.39,1189.34,1181.39,1184.07
4/7/2005,1184.07,1191.88,1183.81,1191.14
4/8/2005,1191.14,1191.75,1181.13,1181.20
4/11/2005,1181.20,1184.07,1178.69,1181.21
4/12/2005,1181.21,1190.17,1170.85,1187.76
4/13/05,1187.76,1187.76,1171.40,1173.79
4/14/05,1173.79,1174.67,1161.70,1162.05
4/15/05,1162.05,1162.05,1141.92,1142.62
4/18/05,1142.62,1148.92,1139.80,1145.98
4/19/05,1145.98,1154.67,1145.98,1152.78
4/20/05,1152.78,1155.50,1136.15,1137.50
4/21/05,1137.50,1159.95,1137.50,1159.95
4/22/05,1159.95,1159.95,1142.95,1152.12
4/25/05,1152.12,1164.05,1152.12,1162.10
4/26/05,1162.10,1164.80,1151.83,1151.83
4/27/05,1151.74,1159.87,1144.42,1156.38
4/28/05,1156.38,1156.38,1143.22,1143.22
4/29/05,1143.22,1156.97,1139.19,1156.85
5/2/2005,1156.85,1162.87,1154.71,1162.16
5/3/2005,1162.16,1166.89,1156.71,1161.17
5/4/2005,1161.17,1176.01,1161.17,1175.65
5/5/2005,1175.65,1178.62,1166.77,1172.63
5/6/2005,1172.63,1177.75,1170.50,1171.35
5/9/2005,1171.35,1178.87,1169.38,1178.84
5/10/2005,1178.84,1178.84,1162.98,1166.22
5/11/2005,1166.22,1171.77,1157.71,1171.11
5/12/2005,1171.11,1173.37,1157.76,1159.36
5/13/05,1159.36,1163.75,1146.18,1154.05
5/16/05,1154.05,1165.75,1153.64,1165.69
5/17/05,1165.69,1174.35,1159.86,1173.80
5/18/05,1173.80,1187.90,1173.80,1185.56
5/19/05,1185.56,1191.09,1184.49,1191.08
5/20/05,1191.08,1191.22,1185.19,1189.28
5/23/05,1189.28,1197.44,1188.76,1193.86
5/24/05,1193.86,1195.29,1189.87,1194.07
5/25/05,1194.07,1194.07,1185.96,1190.01
5/26/05,1190.01,1198.95,1190.01,1197.62
5/27/05,1197.62,1199.56,1195.28,1198.78
5/31/05,1198.78,1198.78,1191.50,1191.50
6/1/2005,1191.50,1205.64,1191.03,1202.22
6/2/2005,1202.27,1204.67,1198.42,1204.29
6/3/2005,1204.29,1205.09,1194.55,1196.02
6/6/2005,1196.02,1198.78,1192.75,1197.51
6/7/2005,1197.51,1208.85,1197.26,1197.26
6/8/2005,1197.26,1201.97,1193.33,1194.67
6/9/2005,1194.67,1201.86,1191.09,1200.93
6/10/2005,1200.93,1202.79,1192.64,1198.11
6/13/05,1198.11,1206.03,1194.51,1200.82
6/14/05,1200.82,1207.53,1200.18,1203.91
6/15/05,1203.91,1208.08,1198.66,1206.58
6/16/05,1206.55,1212.10,1205.47,1210.96
6/17/05,1210.93,1219.55,1210.93,1216.96
6/20/05,1216.96,1219.10,1210.65,1216.10
6/21/05,1216.10,1217.13,1211.86,1213.61
6/22/05,1213.61,1219.59,1211.69,1213.88
6/23/05,1213.88,1216.45,1200.72,1200.73
6/24/05,1200.73,1200.90,1191.45,1191.57
6/27/05,1191.57,1194.33,1188.30,1190.69
6/28/05,1190.69,1202.54,1190.69,1201.57
6/29/05,1201.57,1204.07,1198.70,1199.85
6/30/05,1199.85,1203.27,1190.51,1191.33
7/1/2005,1191.33,1197.89,1191.33,1194.44
7/5/2005,1194.44,1206.34,1192.49,1204.99
7/6/2005,1204.99,1206.11,1194.78,1194.94
7/7/2005,1194.94,1198.46,1183.55,1197.87
7/8/2005,1197.87,1212.73,1197.20,1211.86
7/11/2005,1211.86,1220.03,1211.86,1219.44
7/12/2005,1219.44,1225.54,1216.60,1222.21
7/13/05,1222.21,1224.46,1219.64,1223.29
7/14/05,1223.29,1233.16,1223.29,1226.50
7/15/05,1226.50,1229.53,1223.50,1227.92
7/18/05,1227.92,1227.92,1221.13,1221.13
7/19/05,1221.13,1230.34,1221.13,1229.35
7/20/05,1229.35,1236.56,1222.91,1235.20
7/21/05,1235.20,1235.83,1224.70,1227.04
7/22/05,1227.04,1234.19,1226.15,1233.68
7/25/05,1233.68,1238.36,1228.15,1229.03
7/26/05,1229.03,1234.42,1229.03,1231.16
7/27/05,1231.16,1237.64,1230.15,1236.79
7/28/05,1236.79,1245.15,1235.81,1243.72
7/29/05,1243.72,1245.04,1234.18,1234.18
8/1/2005,1234.18,1239.10,1233.80,1235.35
8/2/2005,1235.35,1244.69,1235.35,1244.12
8/3/2005,1244.12,1245.86,1240.57,1245.04
8/4/2005,1245.04,1245.04,1235.15,1235.86
8/5/2005,1235.86,1235.86,1225.62,1226.42
8/8/2005,1226.42,1232.28,1222.67,1223.13
8/9/2005,1223.13,1234.11,1223.13,1231.38
8/10/2005,1231.38,1242.69,1226.58,1229.13
8/11/2005,1229.13,1237.81,1228.33,1237.81
8/12/2005,1237.81,1237.81,1225.87,1230.39
8/15/05,1230.40,1236.24,1226.20,1233.87
8/16/05,1233.87,1233.87,1219.05,1219.34
8/17/05,1219.34,1225.63,1218.07,1220.24
8/18/05,1220.24,1222.64,1215.93,1219.02
8/19/05,1219.02,1225.08,1219.02,1219.71
8/22/05,1219.71,1228.96,1216.47,1221.73
8/23/05,1221.73,1223.04,1214.44,1217.59
8/24/05,1217.57,1224.15,1209.37,1209.59
8/25/05,1209.59,1213.73,1209.57,1212.37
8/26/05,1212.40,1212.40,1204.23,1205.10
8/29/05,1205.10,1214.28,1201.53,1212.28
8/30/05,1212.28,1212.28,1201.07,1208.41
8/31/05,1208.41,1220.36,1204.40,1220.33
9/1/2005,1220.33,1227.29,1216.18,1221.59
9/2/2005,1221.59,1224.45,1217.75,1218.02
9/6/2005,1218.02,1233.61,1218.02,1233.39
9/7/2005,1233.39,1237.06,1230.93,1236.36
9/8/2005,1236.36,1236.36,1229.51,1231.67
9/9/2005,1231.67,1243.13,1231.67,1241.48
9/12/2005,1241.48,1242.60,1239.15,1240.56
9/13/05,1240.57,1240.57,1231.20,1231.20
9/14/05,1231.20,1234.74,1226.16,1227.16
9/15/05,1227.16,1231.88,1224.85,1227.73
9/16/05,1228.42,1237.95,1228.42,1237.91
9/19/05,1237.91,1237.91,1227.65,1231.02
9/20/05,1231.02,1236.49,1220.07,1221.34
9/21/05,1221.34,1221.52,1209.89,1210.20
9/22/05,1210.20,1216.64,1205.35,1214.62
9/23/05,1214.62,1218.83,1209.80,1215.29
9/26/05,1215.29,1222.56,1211.84,1215.63
9/27/05,1215.63,1220.17,1211.11,1215.66
9/28/05,1215.66,1220.98,1212.72,1216.89
9/29/05,1216.89,1228.70,1211.54,1227.68
9/30/05,1227.68,1229.57,1225.22,1228.81
10/3/2005,1228.81,1233.34,1225.15,1226.70
10/4/2005,1226.70,1229.88,1214.02,1214.47
10/5/2005,1214.47,1214.47,1196.25,1196.39
10/6/2005,1196.39,1202.14,1181.92,1191.49
10/7/2005,1191.49,1199.71,1191.46,1195.90
10/10/2005,1195.90,1196.52,1186.12,1187.33
10/11/2005,1187.33,1193.10,1183.16,1184.87
10/12/2005,1184.87,1190.02,1173.65,1177.68
10/13/05,1177.68,1179.56,1168.20,1176.84
10/14/05,1176.84,1187.13,1175.44,1186.57
10/17/05,1186.57,1191.21,1184.48,1190.10
10/18/05,1190.10,1190.10,1178.13,1178.14
10/19/05,1178.14,1195.76,1170.55,1195.76
10/20/05,1195.76,1197.30,1173.30,1177.80
10/21/05,1177.80,1186.46,1174.92,1179.59
10/24/05,1179.59,1199.39,1179.59,1199.38
10/25/05,1199.38,1201.30,1189.29,1196.54
10/26/05,1196.54,1204.01,1191.38,1191.38
10/27/05,1191.38,1192.65,1178.89,1178.90
10/28/05,1178.90,1198.41,1178.90,1198.41
10/31/05,1198.41,1211.43,1198.41,1207.01
11/1/2005,1207.01,1207.34,1201.66,1202.76
11/2/2005,1202.76,1215.17,1201.07,1214.76
11/3/2005,1214.76,1224.70,1214.76,1219.94
11/4/2005,1219.94,1222.52,1214.45,1220.14
11/7/2005,1220.14,1224.18,1217.29,1222.81
11/8/2005,1222.81,1222.81,1216.08,1218.59
11/9/2005,1218.59,1226.59,1216.53,1220.65
11/10/2005,1220.65,1232.41,1215.05,1230.96
11/11/2005,1230.96,1235.70,1230.72,1234.72
11/14/05,1234.72,1237.20,1231.78,1233.76
11/15/05,1233.76,1237.94,1226.41,1229.01
11/16/05,1229.01,1232.24,1227.18,1231.21
11/17/05,1231.21,1242.96,1231.21,1242.80
11/18/05,1242.80,1249.58,1240.71,1248.27
11/21/05,1248.27,1255.89,1246.90,1254.85
11/22/05,1254.85,1261.90,1251.40,1261.23
11/23/05,1261.23,1270.64,1259.51,1265.61
11/25/05,1265.61,1268.78,1265.54,1268.25
11/28/05,1268.25,1268.44,1257.17,1257.46
11/29/05,1257.46,1266.18,1257.46,1257.48
11/30/05,1257.48,1260.93,1249.39,1249.48
12/1/2005,1249.48,1266.17,1249.48,1264.67
12/2/2005,1264.67,1266.85,1261.42,1265.08
12/5/2005,1265.08,1265.08,1258.12,1262.09
12/6/2005,1262.09,1272.89,1262.09,1263.70
12/7/2005,1263.70,1264.85,1253.02,1257.37
12/8/2005,1257.37,1263.36,1250.91,1255.84
12/9/2005,1255.84,1263.08,1254.24,1259.37
12/12/2005,1259.37,1263.86,1255.52,1260.43
12/13/05,1260.43,1272.11,1258.56,1267.43
12/14/05,1267.43,1275.80,1267.07,1272.74
12/15/05,1272.74,1275.17,1267.74,1270.94
12/16/05,1270.94,1275.24,1267.32,1267.32
12/19/05,1267.32,1270.51,1259.28,1259.92
12/20/05,1259.92,1263.86,1257.21,1259.62
12/21/05,1259.62,1269.37,1259.62,1262.79
12/22/05,1262.79,1268.19,1262.50,1268.12
12/23/05,1268.12,1269.76,1265.92,1268.66
12/27/05,1268.66,1271.83,1256.54,1256.54
12/28/05,1256.54,1261.10,1256.54,1258.17
12/29/05,1258.17,1260.61,1254.18,1254.42
12/30/05,1254.42,1254.42,1246.59,1248.29
1/3/2006,1248.29,1270.22,1245.74,1268.80
1/4/2006,1268.80,1275.37,1267.74,1273.46
1/5/2006,1273.46,1276.91,1270.30,1273.48
1/6/2006,1273.48,1286.09,1273.48,1285.45
1/9/2006,1285.45,1290.78,1284.82,1290.15
1/10/2006,1290.15,1290.15,1283.76,1289.69
1/11/2006,1289.72,1294.90,1288.12,1294.18
1/12/2006,1294.18,1294.18,1285.04,1286.06
1/13/06,1286.06,1288.96,1282.78,1287.61
1/17/06,1287.61,1287.61,1278.61,1282.93
1/18/06,1282.93,1282.93,1272.08,1277.93
1/19/06,1277.93,1287.79,1277.93,1285.04
1/20/06,1285.04,1285.04,1260.92,1261.49
1/23/06,1261.49,1268.19,1261.49,1263.82
1/24/06,1263.82,1271.47,1263.82,1266.86
1/25/06,1266.86,1271.87,1259.42,1264.68
1/26/06,1264.68,1276.44,1264.68,1273.83
1/27/06,1273.83,1286.38,1273.83,1283.72
1/30/06,1283.72,1287.94,1283.51,1285.19
1/31/06,1285.20,1285.20,1276.85,1280.08
2/1/2006,1280.08,1283.33,1277.57,1282.46
2/2/2006,1282.46,1282.46,1267.72,1270.84
2/3/2006,1270.84,1270.87,1261.02,1264.03
2/6/2006,1264.03,1267.04,1261.62,1265.02
2/7/2006,1265.02,1265.78,1253.61,1254.78
2/8/2006,1254.78,1266.47,1254.78,1265.65
2/9/2006,1265.65,1274.56,1262.80,1263.78
2/10/2006,1263.82,1269.89,1254.98,1266.99
2/13/06,1266.99,1266.99,1258.34,1262.86
2/14/06,1262.86,1278.21,1260.80,1275.53
2/15/06,1275.53,1281.00,1271.06,1280.00
2/16/06,1280.00,1289.39,1280.00,1289.38
2/17/06,1289.38,1289.47,1284.07,1287.24
2/21/06,1287.24,1291.92,1281.33,1283.03
2/22/06,1283.03,1294.17,1283.03,1292.67
2/23/06,1292.67,1293.84,1285.14,1287.79
2/24/06,1287.79,1292.11,1285.62,1289.43
2/27/06,1289.43,1297.57,1289.43,1294.12
2/28/06,1294.12,1294.12,1278.66,1280.66
3/1/2006,1280.66,1291.80,1280.66,1291.24
3/2/2006,1291.24,1291.24,1283.21,1289.14
3/3/2006,1289.14,1297.33,1284.20,1287.23
3/6/2006,1287.23,1288.23,1275.67,1278.26
3/7/2006,1278.26,1278.26,1271.11,1275.88
3/8/2006,1275.88,1280.33,1268.42,1278.47
3/9/2006,1278.47,1282.74,1272.23,1272.23
3/10/2006,1272.23,1284.37,1271.11,1281.42
3/13/06,1281.58,1287.37,1281.58,1284.13
3/14/06,1284.13,1298.14,1282.67,1297.48
3/15/06,1297.48,1304.40,1294.97,1303.02
3/16/06,1303.02,1310.45,1303.02,1305.33
3/17/06,1305.33,1309.79,1305.32,1307.25
3/20/06,1307.25,1310.00,1303.59,1305.08
3/21/06,1305.08,1310.88,1295.82,1297.23
3/22/06,1297.23,1305.97,1295.81,1305.04
3/23/06,1305.04,1305.04,1298.11,1301.67
3/24/06,1301.67,1306.53,1298.89,1302.95
3/27/06,1302.95,1303.74,1299.09,1301.61
3/28/06,1301.61,1306.24,1291.84,1293.23
3/29/06,1293.23,1305.60,1293.23,1302.89
3/30/06,1302.89,1310.15,1296.72,1300.25
3/31/06,1300.25,1303.00,1294.87,1294.87
4/3/2006,1302.88,1309.19,1296.65,1297.81
4/4/2006,1297.81,1307.55,1294.71,1305.93
4/5/2006,1305.93,1312.81,1304.82,1311.56
4/6/2006,1311.56,1311.99,1302.44,1309.04
4/7/2006,1309.04,1314.07,1294.18,1295.50
4/10/2006,1295.51,1300.74,1293.17,1296.62
4/11/2006,1296.60,1300.71,1282.96,1286.57
4/12/2006,1286.57,1290.93,1286.45,1288.12
4/13/06,1288.12,1292.09,1283.37,1289.12
4/17/06,1289.12,1292.45,1280.74,1285.33
4/18/06,1285.33,1309.02,1285.33,1307.28
4/19/06,1307.65,1310.39,1302.79,1309.93
4/20/06,1309.93,1318.16,1306.38,1311.46
4/21/06,1311.46,1317.67,1306.59,1311.28
4/24/06,1311.28,1311.28,1303.79,1308.11
4/25/06,1308.11,1310.79,1299.17,1301.74
4/26/06,1301.74,1310.97,1301.74,1305.41
4/27/06,1305.41,1315.00,1295.57,1309.72
4/28/06,1309.72,1316.04,1306.16,1310.61
5/1/2006,1310.61,1317.21,1303.46,1305.19
5/2/2006,1305.19,1313.66,1305.19,1313.21
5/3/2006,1313.21,1313.47,1303.92,1308.12
5/4/2006,1307.85,1315.14,1307.85,1312.25
5/5/2006,1312.25,1326.53,1312.25,1325.76
5/8/2006,1325.76,1326.70,1322.87,1324.66
5/9/2006,1324.66,1326.60,1322.48,1325.14
5/10/2006,1324.57,1325.51,1317.44,1322.85
5/11/2006,1322.63,1322.63,1303.45,1305.92
5/12/2006,1305.88,1305.88,1290.38,1291.24
5/15/06,1291.19,1294.81,1284.51,1294.50
5/16/06,1294.50,1297.88,1288.51,1292.08
5/17/06,1291.73,1291.73,1267.31,1270.32
5/18/06,1270.25,1274.89,1261.75,1261.81
5/19/06,1261.81,1272.15,1256.28,1267.03
5/22/06,1267.03,1268.77,1252.98,1262.07
5/23/06,1262.06,1273.67,1256.15,1256.58
5/24/06,1256.56,1264.53,1245.34,1258.57
5/25/06,1258.41,1273.26,1258.41,1272.88
5/26/06,1272.71,1280.54,1272.50,1280.16
5/30/06,1280.04,1280.04,1259.87,1259.87
5/31/06,1259.38,1270.09,1259.38,1270.09
6/1/2006,1270.05,1285.71,1269.19,1285.71
6/2/2006,1285.71,1290.68,1280.22,1288.22
6/5/2006,1288.16,1288.16,1264.66,1265.29
6/6/2006,1265.23,1269.88,1254.46,1263.85
6/7/2006,1263.61,1272.47,1255.77,1256.15
6/8/2006,1256.08,1259.85,1235.18,1257.93
6/9/2006,1257.93,1262.58,1250.03,1252.30
6/12/2006,1252.27,1255.22,1236.43,1237.44
6/13/06,1236.08,1243.37,1222.52,1223.69
6/14/06,1223.66,1231.46,1219.29,1230.04
6/15/06,1230.01,1258.64,1230.01,1256.16
6/16/06,1256.16,1256.27,1246.33,1251.54
6/19/06,1251.54,1255.93,1237.17,1240.13
6/20/06,1240.12,1249.01,1238.87,1240.12
6/21/06,1240.09,1257.96,1240.09,1252.20
6/22/06,1251.92,1251.92,1241.53,1245.60
6/23/06,1245.59,1253.13,1241.43,1244.50
6/26/06,1244.50,1250.92,1243.68,1250.56
6/27/06,1250.55,1253.37,1238.94,1239.20
6/28/06,1238.99,1247.06,1237.59,1246.00
6/29/06,1245.94,1272.88,1245.94,1272.87
6/30/06,1272.86,1276.30,1270.20,1270.20
7/3/2006,1270.06,1280.38,1270.06,1280.19
7/5/2006,1280.05,1280.05,1265.91,1270.91
7/6/2006,1270.58,1278.32,1270.58,1274.08
7/7/2006,1274.08,1275.38,1263.13,1265.48
7/10/2006,1265.46,1274.06,1264.46,1267.34
7/11/2006,1267.26,1273.64,1259.65,1272.43
7/12/2006,1272.39,1273.31,1257.29,1258.60
7/13/06,1258.58,1258.58,1241.43,1242.28
7/14/06,1242.29,1242.70,1228.45,1236.20
7/17/06,1236.20,1240.07,1231.49,1234.49
7/18/06,1234.48,1239.86,1224.54,1236.86
7/19/06,1236.74,1261.81,1236.74,1259.81
7/20/06,1259.81,1262.56,1249.13,1249.13
7/21/06,1249.12,1250.96,1238.72,1240.29
7/24/06,1240.25,1262.50,1240.25,1260.91
7/25/06,1260.91,1272.39,1257.19,1268.88
7/26/06,1268.87,1273.89,1261.94,1268.40
7/27/06,1268.20,1275.85,1261.92,1263.20
7/28/06,1263.15,1280.42,1263.15,1278.55
7/31/06,1278.53,1278.66,1274.31,1276.66
8/1/2006,1278.53,1278.66,1265.71,1270.92
8/2/2006,1270.73,1283.42,1270.73,1277.41
8/3/2006,1278.22,1283.96,1271.25,1280.27
8/4/2006,1280.26,1292.92,1273.82,1279.36
8/7/2006,1279.31,1279.31,1273.00,1275.77
8/8/2006,1275.67,1282.75,1268.37,1271.48
8/9/2006,1271.13,1283.74,1264.73,1265.95
8/10/2006,1265.72,1272.55,1261.30,1271.81
8/11/2006,1271.64,1271.64,1262.08,1266.74
8/14/06,1266.67,1278.90,1266.67,1268.21
8/15/06,1268.19,1286.23,1268.19,1285.58
8/16/06,1285.27,1296.21,1285.27,1295.43
8/17/06,1295.37,1300.78,1292.71,1297.48
8/18/06,1297.48,1302.30,1293.57,1302.30
8/21/06,1302.30,1302.30,1295.51,1297.52
8/22/06,1297.52,1302.49,1294.44,1298.82
8/23/06,1298.73,1301.50,1289.82,1292.99
8/24/06,1292.97,1297.23,1291.40,1296.06
8/25/06,1295.92,1298.88,1292.39,1295.09
8/28/06,1295.09,1305.02,1293.97,1301.78
8/29/06,1301.57,1305.02,1295.29,1304.28
8/30/06,1303.70,1306.74,1302.15,1305.37
8/31/06,1304.25,1306.11,1302.45,1303.82
9/1/2006,1303.80,1312.03,1303.80,1311.01
9/5/2006,1310.94,1314.67,1308.82,1313.25
9/6/2006,1313.04,1313.04,1299.28,1300.26
9/7/2006,1300.21,1301.25,1292.13,1294.02
9/8/2006,1294.02,1300.14,1294.02,1298.92
9/11/2006,1298.86,1302.36,1290.93,1299.54
9/12/2006,1299.53,1314.28,1299.53,1313.00
9/13/06,1312.74,1319.92,1311.12,1318.07
9/14/06,1318.00,1318.00,1313.25,1316.28
9/15/06,1316.28,1324.65,1316.28,1319.66
9/18/06,1319.85,1324.87,1318.16,1321.18
9/19/06,1321.17,1322.04,1312.17,1317.64
9/20/06,1318.28,1328.53,1318.28,1325.18
9/21/06,1324.89,1328.19,1315.45,1318.03
9/22/06,1318.03,1318.03,1310.94,1314.78
9/25/06,1314.78,1329.35,1311.58,1326.37
9/26/06,1326.35,1336.60,1325.30,1336.35
9/27/06,1336.12,1340.08,1333.54,1336.59
9/28/06,1336.56,1340.28,1333.75,1338.88
9/29/06,1339.15,1339.88,1335.64,1335.85
10/2/2006,1335.82,1338.54,1330.28,1331.32
10/3/2006,1331.32,1338.31,1327.10,1334.11
10/4/2006,1333.81,1350.20,1331.48,1350.20
10/5/2006,1349.84,1353.79,1347.75,1353.22
10/6/2006,1353.22,1353.22,1344.21,1349.59
10/9/2006,1349.58,1352.69,1346.55,1350.66
10/10/2006,1350.62,1354.23,1348.60,1353.42
10/11/2006,1353.28,1353.97,1343.57,1349.95
10/12/2006,1349.94,1363.76,1349.94,1362.83
10/13/06,1362.82,1366.63,1360.50,1365.62
10/16/06,1365.61,1370.20,1364.48,1369.06
10/17/06,1369.05,1369.05,1356.87,1364.05
10/18/06,1363.93,1372.87,1360.95,1365.80
10/19/06,1365.95,1368.09,1362.06,1366.96
10/20/06,1366.94,1368.66,1362.10,1368.60
10/23/06,1368.58,1377.40,1363.94,1377.02
10/24/06,1377.02,1377.78,1372.42,1377.38
10/25/06,1377.36,1383.61,1376.00,1382.22
10/26/06,1382.21,1389.45,1379.47,1389.08
10/27/06,1388.89,1388.89,1375.85,1377.34
10/30/06,1377.30,1381.22,1373.46,1377.93
10/31/06,1377.93,1381.21,1372.19,1377.94
11/1/2006,1377.76,1381.95,1366.26,1367.81
11/2/2006,1367.44,1368.39,1362.21,1367.34
11/3/2006,1367.31,1371.68,1360.98,1364.30
11/6/2006,1364.27,1381.40,1364.27,1379.78
11/7/2006,1379.75,1388.19,1379.19,1382.84
11/8/2006,1382.50,1388.61,1379.33,1385.72
11/9/2006,1385.43,1388.92,1377.31,1378.33
11/10/2006,1378.33,1381.04,1375.60,1380.90
11/13/06,1380.58,1387.61,1378.80,1384.42
11/14/06,1384.36,1394.49,1379.07,1393.22
11/15/06,1392.91,1401.35,1392.13,1396.57
11/16/06,1396.53,1403.76,1396.53,1399.76
11/17/06,1399.76,1401.21,1394.55,1401.20
11/20/06,1401.17,1404.37,1397.85,1400.50
11/21/06,1400.43,1403.49,1399.99,1402.81
11/22/06,1402.69,1407.89,1402.26,1406.09
11/24/06,1405.94,1405.94,1399.25,1400.95
11/27/06,1400.95,1400.95,1381.44,1381.96
11/28/06,1381.61,1387.91,1377.83,1386.72
11/29/06,1386.11,1401.14,1386.11,1399.48
11/30/06,1399.47,1406.30,1393.83,1400.63
12/1/2006,1400.63,1402.46,1385.93,1396.71
12/4/2006,1396.67,1411.23,1396.67,1409.12
12/5/2006,1409.10,1415.27,1408.78,1414.76
12/6/2006,1414.40,1415.93,1411.05,1412.90
12/7/2006,1412.86,1418.27,1406.80,1407.29
12/8/2006,1407.27,1414.09,1403.67,1409.84
12/11/2006,1409.81,1415.60,1408.56,1413.04
12/12/2006,1413.00,1413.78,1404.75,1411.56
12/13/06,1411.32,1416.64,1411.05,1413.21
12/14/06,1413.16,1427.23,1413.16,1425.49
12/15/06,1425.48,1431.63,1425.48,1427.09
12/18/06,1427.08,1431.81,1420.65,1422.48
12/19/06,1422.42,1428.30,1414.88,1425.55
12/20/06,1425.51,1429.05,1423.51,1423.53
12/21/06,1423.20,1426.40,1415.90,1418.30
12/22/06,1418.10,1418.82,1410.28,1410.76
12/26/06,1410.75,1417.91,1410.45,1416.90
12/27/06,1416.63,1427.72,1416.63,1426.84
12/28/06,1426.77,1427.26,1422.05,1424.73
12/29/06,1424.71,1427.00,1416.84,1418.30
1/3/2007,1418.03,1429.42,1407.86,1416.60
1/4/2007,1416.60,1421.84,1408.43,1418.34
1/5/2007,1418.34,1418.34,1405.75,1409.71
1/8/2007,1409.26,1414.98,1403.97,1412.84
1/9/2007,1412.84,1415.61,1405.42,1412.11
1/10/2007,1408.70,1415.99,1405.32,1414.85
1/11/2007,1414.84,1427.12,1414.84,1423.82
1/12/2007,1423.82,1431.23,1422.58,1430.73
1/16/07,1430.73,1433.93,1428.62,1431.90
1/17/07,1431.77,1435.27,1428.57,1430.62
1/18/07,1430.59,1432.96,1424.21,1426.37
1/19/07,1426.35,1431.57,1425.19,1430.50
1/22/07,1430.47,1431.39,1420.40,1422.95
1/23/07,1422.95,1431.33,1421.66,1427.99
1/24/07,1427.96,1440.14,1427.96,1440.13
1/25/07,1440.12,1440.69,1422.34,1423.90
1/26/07,1423.90,1427.27,1416.96,1422.18
1/29/07,1422.03,1426.94,1418.46,1420.62
1/30/07,1420.61,1428.82,1420.61,1428.82
1/31/07,1428.65,1441.61,1424.78,1438.24
2/1/2007,1437.90,1446.64,1437.90,1445.94
2/2/2007,1445.94,1449.33,1444.49,1448.39
2/5/2007,1448.33,1449.38,1443.85,1446.99
2/6/2007,1446.98,1450.19,1443.40,1448.00
2/7/2007,1447.41,1452.99,1446.44,1450.02
2/8/2007,1449.99,1450.45,1442.81,1448.31
2/9/2007,1448.25,1452.45,1433.44,1438.06
2/12/2007,1438.00,1439.11,1431.44,1433.37
2/13/07,1433.22,1444.41,1433.22,1444.26
2/14/07,1443.91,1457.65,1443.91,1455.30
2/15/07,1455.15,1457.97,1453.19,1456.81
2/16/07,1456.77,1456.77,1451.57,1455.54
2/20/07,1455.53,1460.53,1449.20,1459.68
2/21/07,1459.60,1459.60,1452.02,1457.63
2/22/07,1457.29,1461.57,1450.51,1456.38
2/23/07,1456.22,1456.22,1448.36,1451.19
2/26/07,1451.04,1456.95,1445.48,1449.37
2/27/07,1449.25,1449.25,1389.42,1399.04
2/28/07,1398.64,1415.89,1396.65,1406.82
3/1/2007,1406.80,1409.46,1380.87,1403.17
3/2/2007,1403.16,1403.40,1386.87,1387.17
3/5/2007,1387.11,1391.86,1373.97,1374.12
3/6/2007,1374.06,1397.90,1374.06,1395.41
3/7/2007,1395.02,1401.16,1390.64,1391.97
3/8/2007,1391.88,1407.93,1391.88,1401.89
